---
# FILENAME: New Recording 14.txt
---
# Transcript for New Recording 14.m4a
# Language: ru, prob=1.00

[   0.00 -    2.32] Сказывал, да, получается, такие вещи.
[   3.56 -    7.72] То есть вроде бы 4 дня мало, 5 дней, окей.
[   7.72 -   10.76] Но все время зарегулированные 5 дней.
[  11.76 -   12.92] Тоже не окей.
[  13.40 -   15.96] То есть надо отдавать какой-то...
[  16.76 -   17.92] Какие-то дырки.
[  18.76 -   20.44] Но как-то так мы с ней решили.
[  21.84 -   23.12] Это первое.
[  23.12 -   23.96] Второе.
[  25.16 -   26.56] Мы поднимаем цены.
[  27.28 -   28.28] И посмотрим.
[  29.24 -   30.96] Что из этого получится.
[  31.72 -   33.84] И мы решили поднять цену.
[  36.00 -   37.80] Включая поездку.
[  37.80 -   39.80] Туда будет входить поездка.
[  39.80 -   40.96] Колбавра Алто.
[  42.12 -   43.64] 1550.
[  48.00 -   48.84] Посмотрим.
[  48.84 -   51.64] Потому что сейчас, все, кто едет,
[  51.64 -   56.08] они уже, либо люди, как мы с тобой говорили, состоятельные.
[  56.08 -   57.84] Либо что-то еще, но еще посмотрим.
[  58.84 -   60.04] Нет так нет.
[  62.60 -   63.72] Третий момент.
[  63.72 -   68.72] У нас примерно сложилось, очень кратко, конечно, бесподробностей.
[  71.64 -   73.96] Как мы будем ходить.
[  77.64 -   80.00] Тема остается, как я тебе говорила, да?
[  80.84 -   81.84] Ардыко.
[  81.84 -   96.87] Конечно, написала мне.
[  96.87 -   98.87] Первый день 15 октября.
[  98.87 -   99.87] Правой берег.
[ 101.70 -  103.22] Дынье Легор.
[ 980.03 -  982.03] Тебе что, с ним вечность надо быть, точно нет?
[ 982.03 -  984.03] Ну да, ну все тогда, тогда вот так
[ 984.03 -  986.03] договорились, хорошо?
[ 986.03 -  988.03] Да, да.
[ 988.03 -  990.03] У него просто попорезанное.
[ 990.03 -  992.03] Что такое кабалат?
[ 992.03 - 1013.36] Встреча, принятие.
[1013.36 - 1015.36] Вот.
[1015.36 - 1017.36] Я уже перегружен довольно мощно,
[1017.36 - 1019.36] я же говорю, довольно мощно, это вошел сейчас.
[1019.36 - 1024.94] Не знаю, не уверен, что у меня сейчас что-то зайдет,
[1024.94 - 1026.94] все нормально. Ты меня слышишь вообще?
[1026.94 - 1034.51] Да, и себе.
[1034.51 - 1036.51] А у тебя, критарского,
[1036.51 - 1038.51] у тебя взять что я могу, у тебя тянуть
[1038.51 - 1040.51] какой-то мусс есть?
[1040.51 - 1045.23] Пока не поня... пока начало года
[1045.23 - 1047.23] еще ничего не поня...
[1047.23 - 1049.23] А еще только вот стаканивается все.
[1049.23 - 1051.23] Пока не понятно.
[1051.23 - 1058.58] Я вопрос не имею, ты там что?
[1058.58 - 1060.58] Интересный тем.
[1060.58 - 1064.14] Интересный тем.
[1064.14 - 1066.14] Подумай про Москву.
[1066.14 - 1068.14] Я тебе помогу.
[1068.14 - 1070.14] Ну, если, если я почувствую
[1070.14 - 1076.27] внутреннее отдохновение.
[1076.27 - 1078.27] В интерьер, в интерьер.
[1078.27 - 1085.23] Я хочу туда больше
[1085.23 - 1087.23] в интерьер дерево добавить.
[1087.23 - 1089.23] Не знаю, как...
[1089.23 - 1091.23] Ну, в смысле,
[1091.23 - 1093.23] не, идей-то много.
[1093.23 - 1095.23] Мне кажется, в доме всегда должно быть
[1095.23 - 1097.23] какой-то дерево.
[1097.23 - 1099.23] У меня есть дерево, деревянный стол,
[1099.23 - 1101.23] так дальше. Я хотела бы
[1101.23 - 1103.23] чуть на стену вывести.
[1103.23 - 1105.23] А зачем это? Вот это ширмы, типа, такие, да?
[1105.23 - 1107.23] Да. Это пространство
[1107.23 - 1109.23] еще создают.
[1109.23 - 1111.23] Не тяжело, они как
[1111.23 - 1113.23] сцениут это. То есть как двигать вообще?
[1113.23 - 1115.23] Ты говори, да, да, да.
[1115.23 - 1121.14] Ну, он для...
[1121.14 - 1123.14] Ну, они такие полуперманентные ширмы,
[1123.14 - 1125.14] короче, да? Типа, поставил
[1125.14 - 1127.14] и там надолго. Да.
[1127.14 - 1129.14] Да, да.
[1129.14 - 1131.14] Например, тебе надо отделить кровать.
[1131.14 - 1133.14] Ну, не важно, что либо, чего.
[1133.14 - 1135.14] Делить... Слушай, ну красота,
[1135.14 - 1137.14] на самом деле, красиво этого получается.
[1137.14 - 1139.14] Это очень красиво. Это прям
[1139.14 - 1141.14] хорошо. На некоторых не поводает
[1141.14 - 1143.14] тут, да?
[1143.14 - 1145.14] Альтовской же.
[1145.14 - 1147.14] Зачем люди делают табуретки?
[1147.14 - 1149.14] Табуретки это очень удобно.
[1149.14 - 1151.14] Ты понимаешь? Это очень удобно.
[1151.14 - 1153.14] Присел, быстренько
[1153.14 - 1155.14] что-то сделай, так-то. Они очень
[1155.14 - 1157.14] эргономичны. Друг на друга поставил,
[1157.14 - 1159.14] куда-то. Но только вот область надеется.
[1159.14 - 1161.14] Это... Это... Да.
[1161.14 - 1163.14] Вот тебе нужна вот что-то,
[1163.14 - 1165.14] вот такое. Ты чего ставить?
[1165.14 - 1167.14] На кухне нельзя табуретка ставить.
[1167.14 - 1169.14] На кухне зато ставить, правда?
[1169.14 - 1171.14] Ну, у меня некуда...
[1171.14 - 1173.14] Ничего туда засунуть.
[1173.14 - 1175.14] В смысле, придумать там стол.
[1175.14 - 1177.14] Там один только стол пока стоит.
[1177.14 - 1180.58] Вот, видишь, вот это вот...
[1180.58 - 1187.12] Что-то карелли, да? Не упахнет, короче.
[1187.12 - 1189.12] Финлянти.
[1189.12 - 1191.12] Финлянти.
[1191.12 - 1194.59] Это... Финные рады, что
[1194.59 - 1196.59] убежали от нас. А карелли
[1196.59 - 1198.59] с...
[1198.59 - 1200.59] Карелли...
[1200.59 - 1202.59] Сравнить вот так рядом. Чик, карелли
[1202.59 - 1204.59] и финлянти. Блин.
[1204.59 - 1206.59] Вообще, он же...
[1206.59 - 1208.59] Как-то я думаю, это одна из самых
[1208.59 - 1210.59] серьезных границ в мире по...
[1210.59 - 1212.59] по контрасту. Финлянти.
[1212.59 - 1214.59] Абсолютно. Вот, знаешь, насколько вот...
[1214.59 - 1216.59] И вот, казалось бы, вот оно.
[1216.59 - 1218.59] И одна... Там, перейти 10 километров.
[1218.59 - 1220.59] В природе одна этажа.
[1220.59 - 1222.59] В обводе одна.
[1222.59 - 1224.59] Я понимаю. Люди похожи, скорее всего.
[1224.59 - 1226.59] Генетические люди похожи.
[1226.59 - 1228.59] Но эти ребята
[1228.59 - 1230.59] смогли сделать такой
[1230.59 - 1232.59] прекрасный... Контраст очень большой.
[1232.59 - 1234.59] Да, такой прикрыт. Видишь, у меня вот...
[1234.59 - 1236.59] Нужен VPN, блин.
[1236.59 - 1238.59] Так, я тебе говорю, мы опираемся в серьезную
[1238.59 - 1240.59] глубокую проблему.
[1240.59 - 1242.59] Ну, надо что-то с этим делать.
[1242.59 - 1244.59] Да, и это значит, что я тут должен
[1244.59 - 1246.59] провести... Денег.
[1246.59 - 1248.59] И я... Блин.
[1248.59 - 1250.59] Чтобы еще корол стал вот еще.
[1250.59 - 1252.59] Вот, это...
[1252.59 - 1254.59] Это все ради корола, грубо говоря.
[1254.59 - 1256.59] Ну, тут основное приложение, это корол.
[1256.59 - 1258.59] Да, и мой такой, если он, конечно,
[1258.59 - 1266.70] исчезнет, это прям...
[1266.70 - 1268.70] Не, ну, может, конечно, перечиться на что-то более современное.
[1268.70 - 1270.70] И это будет точно не
[1270.70 - 1275.17] одобие из-за...
[1275.17 - 1277.17] Это будет это...
[1277.17 - 1279.17] Ну вот, видишь, как в интерьере?
[1279.17 - 1281.17] Да, я понял уже все примерно про них.
[1281.17 - 1283.17] Только у него сад. Очень красиво, очень классно.
[1283.17 - 1285.17] Очень классно, правда?
[1285.17 - 1287.17] Абсолютно. И даёт вот эту природность.
[1287.17 - 1289.17] Абсолютно, абсолютно. Прямо очень хорошие решения.
[1289.17 - 1291.17] Вообще, я брау.
[1291.17 - 1293.17] Вообще, у него видишь вот это вот мебель.
[1293.17 - 1296.67] В общем, я...
[1296.67 - 1298.67] Я бесконечно влюблена в его...
[1298.67 - 1300.67] Самое лучшее, что я сегодня видела, да, вот это...
[1300.67 - 1302.67] В его тему.
[1302.67 - 1304.67] Для меня это любовь-любовь.
[1304.67 - 1306.67] Я почему хочу, я не была там на этой виле.
[1306.67 - 1308.67] Это моя точка притяжения.
[1308.67 - 1310.67] Она была под ремонтом долгое время.
[1310.67 - 1312.67] Она вот открылась.
[1312.67 - 1314.67] После ремонта.
[1314.67 - 1316.67] И там мне есть, о чём поговорить.
[1316.67 - 1318.67] Супоиним, пролау.
[1318.67 - 1406.05] Сейчас, сейчас, в общем, вот так.
[1406.05 - 1446.80] Нет, и красиво складывается, как скульптуры.
[1446.80 - 1448.80] Видишь, это бредки.
[1448.80 - 1450.80] Сделаны в основном это для общественных пространцев.
[1450.80 - 1452.80] Для того, чтобы людей там посолить быстренько,
[1452.80 - 1454.80] куда-то сразу-сразу собрать.
[1454.80 - 1456.80] Но, а если собирать, то собирать уже красиво.
[1456.80 - 1458.80] Никак помойка.
[1458.80 - 1460.80] Это ещё затея.
[1460.80 - 1465.97] Складированная мебель.
[1465.97 - 1467.97] Есть тоже очень много у него притумок в сцене.
[1467.97 - 1490.67] Классно, да, вот вы, придет вот эта вот...
[1490.67 - 1492.67] Стена.
[1492.67 - 1494.67] Слушай, я видел такое.
[1494.67 - 1496.67] Я вспомнил.
[1496.67 - 1502.96] Я был в Петербурге.
[1502.96 - 1504.96] Под Петербург.
[1504.96 - 1506.96] Я был в Петербурге.
